path,version,stage,nplayers,chars,last_frame,ucf
Gang-Steals\18\Game_20190309T160857.slp,1.7.1,2,2,15 2,11093,1
Gang-Steals\18\Game_20190309T161358.slp,1.7.1,31,2,14 2,5009,1
Gang-Steals\18\Game_20190309T162119.slp,1.7.1,31,2,14 2,14243,1
Gang-Steals\18\Game_20190309T162605.slp,1.7.1,3,2,14 2,9547,1
Gang-Steals\18\Game_20190309T163252.slp,1.7.1,8,2,14 9,12270,1
Gang-Steals\18\Game_20190309T163632.slp,1.7.1,2,2,14 9,16813,1
Gang-Steals\18\Game_20190309T164129.slp,1.7.1,31,2,14 9,17513,1
Gang-Steals\18\Game_20190309T164639.slp,1.7.1,32,2,14 9,7529,1
Gang-Steals\18\Game_20190309T165254.slp,1.7.1,2,2,3 12,9267,1
Gang-Steals\18\Game_20190309T165548.slp,1.7.1,28,2,3 12,12371,1
Gang-Steals\18\Game_20190309T165929.slp,1.7.1,8,2,3 12,6133,1
Gang-Steals\18\Game_20190309T170423.slp,1.7.1,2,2,3 13,14682,1
Gang-Steals\18\Game_20190309T170854.slp,1.7.1,28,2,3 22,8857,1
Gang-Steals\18\Game_20190309T171142.slp,1.7.1,32,2,3 13,9989,1
Gang-Steals\18\Game_20190309T171445.slp,1.7.1,31,2,3 22,9499,1
Gang-Steals\18\Game_20190309T171739.slp,1.7.1,3,2,3 13,11950,1
Gang-Steals\18\Game_20190309T172120.slp,1.7.1,28,2,3 22,8480,1
Gang-Steals\18\Game_20190309T172356.slp,1.7.1,32,2,22 13,15085,1
Gang-Steals\18\Game_20190309T173835.slp,1.7.1,31,2,20 2,5971,1
Gang-Steals\18\Game_20190309T174209.slp,1.7.1,8,2,19 19,8953,1
Gang-Steals\18\Game_20190309T174501.slp,1.7.1,3,2,19 19,14463,1
Gang-Steals\18\Game_20190309T174923.slp,1.7.1,2,2,19 19,12793,1
Gang-Steals\19\Game_20190309T092012.slp,1.7.1,31,2,2 6,3189,1
Gang-Steals\19\Game_20190309T092142.slp,1.7.1,8,2,2 14,5969,1
Gang-Steals\19\Game_20190309T092337.slp,1.7.1,2,2,2 14,7539,1
Gang-Steals\19\Game_20190309T092633.slp,1.7.1,3,2,2 14,13364,1
Gang-Steals\19\Game_20190309T093035.slp,1.7.1,32,2,2 14,10268,1
Gang-Steals\19\Game_20190309T093342.slp,1.7.1,31,2,2 14,13753,1
Gang-Steals\19\Game_20190309T093753.slp,1.7.1,31,2,14 14,11348,1
Gang-Steals\19\Game_20190309T094149.slp,1.7.1,28,2,14 14,12186,1
Gang-Steals\19\Game_20190309T094527.slp,1.7.1,2,2,14 14,7334,1
Gang-Steals\19\Game_20190309T095558.slp,1.7.1,31,2,9 1,7906,1
Gang-Steals\19\Game_20190309T100301.slp,1.7.1,31,2,9 15,10211,1
Gang-Steals\19\Game_20190309T100606.slp,1.7.1,3,2,9 15,11701,1
Gang-Steals\19\Game_20190309T101341.slp,1.7.1,3,2,2 2,3116,1
Gang-Steals\19\Game_20190309T101448.slp,1.7.1,32,2,2 2,3309,1
Gang-Steals\19\Game_20190309T101557.slp,1.7.1,8,2,2 2,3803,1
Gang-Steals\19\Game_20190309T101715.slp,1.7.1,31,2,2 2,2913,1
Gang-Steals\19\Game_20190309T101818.slp,1.7.1,2,2,2 2,3220,1
Gang-Steals\19\Game_20190309T101931.slp,1.7.1,3,2,2 2,5071,1
Gang-Steals\19\Game_20190309T102115.slp,1.7.1,28,2,2 2,5020,1
Gang-Steals\19\Game_20190309T102254.slp,1.7.1,8,2,2 2,663,1
Gang-Steals\19\Game_20190309T102349.slp,1.7.1,31,2,14 0,8235,1
Gang-Steals\19\Game_20190309T102623.slp,1.7.1,3,2,14 0,10060,1
Gang-Steals\19\Game_20190309T102941.slp,1.7.1,2,2,14 0,9658,1
Gang-Steals\19\Game_20190309T103432.slp,1.7.1,31,2,12 15,11621,1
Gang-Steals\19\Game_20190309T103801.slp,1.7.1,32,2,12 15,13080,1
Gang-Steals\19\Game_20190309T104254.slp,1.7.1,31,2,14 9,12559,1
Gang-Steals\19\Game_20190309T104642.slp,1.7.1,31,2,14 9,13908,1
Gang-Steals\19\Game_20190309T105315.slp,1.7.1,8,2,2 0,6071,1
Gang-Steals\19\Game_20190309T105515.slp,1.7.1,32,2,20 0,8112,1
Gang-Steals\19\Game_20190309T105747.slp,1.7.1,31,2,20 0,8007,1
Gang-Steals\19\Game_20190309T110019.slp,1.7.1,8,2,20 0,6199,1
Gang-Steals\19\Game_20190309T110218.slp,1.7.1,32,2,20 0,9672,1
Gang-Steals\19\Game_20190309T110513.slp,1.7.1,28,2,20 0,9262,1
Gang-Steals\19\Game_20190309T110836.slp,1.7.1,3,2,20 0,8877,1
Gang-Steals\19\Game_20190309T111119.slp,1.7.1,2,2,20 0,8725,1
Gang-Steals\19\Game_20190309T111404.slp,1.7.1,2,2,20 0,6755,1
Gang-Steals\19\Game_20190309T111612.slp,1.7.1,8,2,20 0,8260,1
Gang-Steals\19\Game_20190309T112206.slp,1.7.1,2,2,2 9,8361,1
Gang-Steals\19\Game_20190309T112444.slp,1.7.1,8,2,2 9,8031,1
Gang-Steals\19\Game_20190309T112735.slp,1.7.1,31,2,2 9,9072,1
Gang-Steals\19\Game_20190309T113634.slp,1.7.1,31,2,15 0,2707,1
Gang-Steals\19\Game_20190309T113734.slp,1.7.1,31,2,15 0,9661,1
Gang-Steals\19\Game_20190309T114035.slp,1.7.1,2,2,15 0,16546,1
Gang-Steals\19\Game_20190309T114824.slp,1.7.1,31,2,0 21,1578,1
Gang-Steals\19\Game_20190309T114944.slp,1.7.1,28,2,20 20,3785,1
Gang-Steals\19\Game_20190309T115105.slp,1.7.1,31,2,20 20,6147,1
Gang-Steals\19\Game_20190309T115302.slp,1.7.1,8,2,20 20,7358,1
Gang-Steals\19\Game_20190309T115521.slp,1.7.1,31,2,20 20,11015,1
Gang-Steals\19\Game_20190309T115858.slp,1.7.1,28,2,20 21,1739,1
Gang-Steals\19\Game_20190309T120059.slp,1.7.1,31,2,15 13,14156,1
Gang-Steals\19\Game_20190309T120512.slp,1.7.1,3,2,15 13,10619,1
Gang-Steals\19\Game_20190309T121044.slp,1.7.1,31,2,0 13,9834,1
Gang-Steals\19\Game_20190309T121403.slp,1.7.1,31,2,6 13,7790,1
Gang-Steals\19\Game_20190309T121739.slp,1.7.1,31,2,0 2,2359,1
Gang-Steals\19\Game_20190309T121850.slp,1.7.1,32,2,0 2,9232,1
Gang-Steals\19\Game_20190309T122145.slp,1.7.1,31,2,0 2,7896,1
Gang-Steals\19\Game_20190309T122522.slp,1.7.1,31,2,20 9,11858,1
Gang-Steals\19\Game_20190309T122855.slp,1.7.1,31,2,20 9,6604,1
Gang-Steals\19\Game_20190309T123209.slp,1.7.1,31,2,20 9,9694,1
Gang-Steals\19\Game_20190309T123510.slp,1.7.1,3,2,20 9,10574,1
Gang-Steals\19\Game_20190309T123833.slp,1.7.1,8,2,2 9,8924,1
Gang-Steals\19\Game_20190309T124244.slp,1.7.1,31,3,12 2 2,3501,1
Gang-Steals\19\Game_20190309T124402.slp,1.7.1,31,3,12 2 2,28553,1
Gang-Steals\19\Game_20190309T130917.slp,1.7.1,3,2,2 21,314,1
Gang-Steals\19\Game_20190309T130934.slp,1.7.1,32,2,2 21,6919,1
Gang-Steals\19\Game_20190309T131340.slp,1.7.1,3,4,2 20 2 21,10318,1
Gang-Steals\19\Game_20190309T131700.slp,1.7.1,31,4,9 20 2 21,9889,1
Gang-Steals\19\Game_20190309T132005.slp,1.7.1,32,4,9 20 2 21,10484,1
Gang-Steals\19\Game_20190309T132630.slp,1.7.1,31,4,20 2 22 19,9371,1
Gang-Steals\19\Game_20190309T132939.slp,1.7.1,31,4,20 2 22 19,8658,1
Gang-Steals\19\Game_20190309T133722.slp,1.7.1,31,2,0 2,7019,1
Gang-Steals\19\Game_20190309T135029.slp,1.7.1,28,4,2 14 20 2,13760,1
Gang-Steals\19\Game_20190309T135438.slp,1.7.1,3,4,2 14 20 2,7626,1
Gang-Steals\19\Game_20190309T135733.slp,1.7.1,32,4,20 14 20 20,10994,1
Gang-Steals\19\Game_20190309T140102.slp,1.7.1,28,4,20 14 20 0,11192,1
Gang-Steals\19\Game_20190309T140653.slp,1.7.1,31,2,20 2,10078,1
Gang-Steals\19\Game_20190309T140956.slp,1.7.1,8,2,20 2,5174,1
Gang-Steals\19\Game_20190309T141136.slp,1.7.1,2,2,20 2,7985,1
Gang-Steals\19\Game_20190309T141405.slp,1.7.1,32,2,20 2,9523,1
Gang-Steals\19\Game_20190309T141658.slp,1.7.1,2,2,20 2,7980,1
Gang-Steals\19\Game_20190309T141926.slp,1.7.1,31,2,20 2,8504,1
Gang-Steals\19\Game_20190309T142202.slp,1.7.1,3,2,20 2,5445,1
Gang-Steals\19\Game_20190309T142347.slp,1.7.1,28,2,20 2,10629,1
Gang-Steals\19\Game_20190309T142658.slp,1.7.1,8,2,20 2,9842,1
Gang-Steals\19\Game_20190309T142955.slp,1.7.1,28,2,20 2,8927,1
Gang-Steals\19\Game_20190309T143241.slp,1.7.1,3,2,20 2,13473,1
Gang-Steals\19\Game_20190309T143710.slp,1.7.1,2,2,20 9,7784,1
Gang-Steals\19\Game_20190309T143937.slp,1.7.1,8,2,20 9,7740,1
Gang-Steals\19\Game_20190309T144202.slp,1.7.1,32,2,20 9,8458,1
Gang-Steals\19\Game_20190309T144440.slp,1.7.1,31,2,20 9,6580,1
Gang-Steals\19\Game_20190309T144645.slp,1.7.1,8,2,20 9,7127,1
Gang-Steals\19\Game_20190309T144901.slp,1.7.1,32,2,20 9,8438,1
Gang-Steals\19\Game_20190309T145156.slp,1.7.1,31,2,20 9,5527,1
Gang-Steals\19\Game_20190309T145343.slp,1.7.1,2,2,20 9,7050,1
Gang-Steals\19\Game_20190309T145555.slp,1.7.1,3,2,20 9,6094,1
Gang-Steals\19\Game_20190309T145934.slp,1.7.1,28,4,20 3 14 9,14388,1
Gang-Steals\19\Game_20190309T150349.slp,1.7.1,3,4,20 3 14 9,10779,1
Gang-Steals\19\Game_20190309T150704.slp,1.7.1,32,4,20 3 14 9,10958,1
Gang-Steals\19\Game_20190309T151030.slp,1.7.1,8,4,20 3 14 9,11643,1
Gang-Steals\19\Game_20190309T151408.slp,1.7.1,31,4,20 3 14 9,17928,1
Gang-Steals\19\Game_20190309T151924.slp,1.7.1,28,4,20 3 14 9,14052,1
Gang-Steals\19\Game_20190309T152343.slp,1.7.1,15,4,20 3 14 9,2,1
Gang-Steals\19\Game_20190309T152356.slp,1.7.1,2,4,20 3 14 9,469,1
Gang-Steals\19\Game_20190309T152434.slp,1.7.1,32,4,20 3 14 0,10877,1
Gang-Steals\19\Game_20190309T152814.slp,1.7.1,31,4,20 3 14 2,11844,1
Gang-Steals\19\Game_20190309T153207.slp,1.7.1,3,2,20 2,9677,1
Gang-Steals\19\Game_20190309T153515.slp,1.7.1,2,2,20 0,9487,1
Gang-Steals\19\Game_20190309T153823.slp,1.7.1,8,2,20 19,10453,1
Gang-Steals\19\Game_20190309T154140.slp,1.7.1,28,2,20 0,9860,1
Gang-Steals\19\Game_20190309T154447.slp,1.7.1,2,2,20 12,5817,1
Gang-Steals\19\Game_20190309T154641.slp,1.7.1,32,2,20 0,19426,1
Gang-Steals\19\Game_20190309T155329.slp,1.7.1,28,2,14 2,14651,1
Gang-Steals\19\Game_20190309T155750.slp,1.7.1,3,2,14 2,13395,1
Gang-Steals\19\Game_20190309T160150.slp,1.7.1,31,2,14 2,12196,1
Gang-Steals\19\Game_20190309T160749.slp,1.7.1,28,2,2 14,8985,1
Gang-Steals\19\Game_20190309T161034.slp,1.7.1,2,2,2 14,7417,1
Gang-Steals\19\Game_20190309T161512.slp,1.7.1,31,2,2 15,14037,1
Gang-Steals\19\Game_20190309T161923.slp,1.7.1,32,2,2 15,10502,1
Gang-Steals\19\Game_20190309T162240.slp,1.7.1,28,2,2 15,15387,1
Gang-Steals\19\Game_20190309T163137.slp,1.7.1,28,2,2 21,6280,1
Gang-Steals\19\Game_20190309T163426.slp,1.7.1,31,2,0 2,4178,1
Gang-Steals\19\Game_20190309T163550.slp,1.7.1,31,2,0 2,6390,1
Gang-Steals\19\Game_20190309T163804.slp,1.7.1,31,2,0 2,11244,1
Gang-Steals\19\Game_20190309T164131.slp,1.7.1,3,2,0 2,8309,1
Gang-Steals\19\Game_20190309T165110.slp,1.7.1,31,2,2 2,9637,1
Gang-Steals\19\Game_20190309T165411.slp,1.7.1,3,2,2 2,11142,1
Gang-Steals\19\Game_20190309T165733.slp,1.7.1,2,2,2 2,9375,1
Gang-Steals\19\Game_20190309T170220.slp,1.7.1,2,2,9 2,10268,1
Gang-Steals\19\Game_20190309T170530.slp,1.7.1,32,2,9 2,7356,1
Gang-Steals\19\Game_20190309T170748.slp,1.7.1,32,2,9 2,13764,1
Gang-Steals\19\Game_20190309T171402.slp,1.7.1,3,2,2 2,180,1
Gang-Steals\19\Game_20190309T171451.slp,1.7.1,31,2,20 2,1670,1
Gang-Steals\19\Game_20190309T171537.slp,1.7.1,28,2,20 2,7367,1
Gang-Steals\19\Game_20190309T171754.slp,1.7.1,32,2,20 2,12366,1
Gang-Steals\19\Game_20190309T172136.slp,1.7.1,32,2,20 2,9564,1
Gang-Steals\19\Game_20190309T172434.slp,1.7.1,3,2,20 2,10512,1
Gang-Steals\19\Game_20190309T172747.slp,1.7.1,3,2,20 2,14284,1
Gang-Steals\19\Game_20190309T173530.slp,1.7.1,31,2,20 2,5195,1
Gang-Steals\19\Game_20190309T175121.slp,1.7.1,28,2,20 19,13022,1
Gang-Steals\19\Game_20190309T175515.slp,1.7.1,3,2,20 19,12603,1
Gang-Steals\19\Game_20190309T175905.slp,1.7.1,32,2,20 19,14277,1
Gang-Steals\19\Game_20190309T180320.slp,1.7.1,2,2,20 19,13131,1
Gang-Steals\19\Game_20190309T180918.slp,1.7.1,8,2,18 14,10972,1
Gang-Steals\19\Game_20190309T181240.slp,1.7.1,32,2,18 14,14083,1
Gang-Steals\19\Game_20190309T181650.slp,1.7.1,32,2,18 14,14793,1
Gang-Steals\19\Game_20190309T182112.slp,1.7.1,2,2,18 14,8860,1
Gang-Steals\19\Game_20190309T182417.slp,1.7.1,28,2,18 14,13812,1
Gang-Steals\19\Game_20190309T183045.slp,1.7.1,8,2,2 2,6734,1
Gang-Steals\19\Game_20190309T183313.slp,1.7.1,8,2,2 15,4800,1
Gang-Steals\19\Game_20190309T183447.slp,1.7.1,8,2,2 15,1848,1
Gang-Steals\19\Game_20190309T183543.slp,1.7.1,31,2,20 2,1749,1
Gang-Steals\19\Game_20190309T183701.slp,1.7.1,28,2,20 2,14409,1
Gang-Steals\19\Game_20190309T184122.slp,1.7.1,3,2,20 2,10615,1
Gang-Steals\19\Game_20190309T184435.slp,1.7.1,32,2,20 2,10964,1
Gang-Steals\19\Game_20190309T184755.slp,1.7.1,31,2,20 2,13314,1
Gang-Steals\19\Game_20190309T185355.slp,1.7.1,28,2,20 2,7982,1
Gang-Steals\19\Game_20190309T185641.slp,1.7.1,32,2,20 2,12952,1
Gang-Steals\19\Game_20190309T190113.slp,1.7.1,31,2,20 2,11542,1
Gang-Steals\19\Game_20190309T190538.slp,1.7.1,8,2,20 2,11620,1
Gang-Steals\19\Game_20190309T191109.slp,1.7.1,31,2,20 15,24344,1
Gang-Steals\20\Game_20190309T083225.slp,1.7.1,32,2,2 9,4097,1
Gang-Steals\20\Game_20190309T083353.slp,1.7.1,28,2,2 9,7377,1
Gang-Steals\20\Game_20190309T083612.slp,1.7.1,8,2,2 9,8827,1
Gang-Steals\20\Game_20190309T083854.slp,1.7.1,31,2,2 9,11096,1
Gang-Steals\20\Game_20190309T084214.slp,1.7.1,2,2,0 9,3749,1
Gang-Steals\20\Game_20190309T084333.slp,1.7.1,3,2,0 9,6758,1
Gang-Steals\20\Game_20190309T084542.slp,1.7.1,8,2,15 9,3575,1
Gang-Steals\20\Game_20190309T084657.slp,1.7.1,31,2,15 9,3398,1
Gang-Steals\20\Game_20190309T085221.slp,1.7.1,28,2,14 20,6550,1
Gang-Steals\20\Game_20190309T085426.slp,1.7.1,8,2,14 20,10895,1
Gang-Steals\20\Game_20190309T090328.slp,1.7.1,2,2,14 9,14749,1
Gang-Steals\20\Game_20190309T090800.slp,1.7.1,28,2,14 20,9457,1
Gang-Steals\20\Game_20190309T091058.slp,1.7.1,3,2,14 2,8048,1
Gang-Steals\20\Game_20190309T091334.slp,1.7.1,32,2,14 19,9805,1
Gang-Steals\20\Game_20190309T091938.slp,1.7.1,31,2,22 19,3148,1
Gang-Steals\20\Game_20190309T092050.slp,1.7.1,31,2,22 19,14679,1
Gang-Steals\20\Game_20190309T092518.slp,1.7.1,3,2,22 19,13950,1
Gang-Steals\20\Game_20190309T093005.slp,1.7.1,28,2,19 9,7412,1
Gang-Steals\20\Game_20190309T093336.slp,1.7.1,31,2,20 20,9910,1
Gang-Steals\20\Game_20190309T093638.slp,1.7.1,31,2,0 20,10455,1
Gang-Steals\20\Game_20190309T094100.slp,1.7.1,8,2,2 19,10314,1
Gang-Steals\20\Game_20190309T094414.slp,1.7.1,28,2,2 12,12630,1
Gang-Steals\20\Game_20190309T094806.slp,1.7.1,8,2,2 12,17591,1
Gang-Steals\20\Game_20190309T095502.slp,1.7.1,8,2,14 2,1152,1
Gang-Steals\20\Game_20190309T095619.slp,1.7.1,2,2,12 2,10621,1
Gang-Steals\20\Game_20190309T095932.slp,1.7.1,28,2,12 2,7436,1
Gang-Steals\20\Game_20190309T100153.slp,1.7.1,8,2,12 2,11052,1
Gang-Steals\20\Game_20190309T100615.slp,1.7.1,28,2,12 14,1012,1
Gang-Steals\20\Game_20190309T100651.slp,1.7.1,28,2,12 14,10413,1
Gang-Steals\20\Game_20190309T101004.slp,1.7.1,3,2,12 14,10625,1
Gang-Steals\20\Game_20190309T101454.slp,1.7.1,31,2,9 20,12821,1
Gang-Steals\20\Game_20190309T102141.slp,1.7.1,31,2,0 0,2702,1
Gang-Steals\20\Game_20190309T102244.slp,1.7.1,31,2,0 0,8030,1
Gang-Steals\20\Game_20190309T102520.slp,1.7.1,28,2,0 0,8633,1
Gang-Steals\20\Game_20190309T102812.slp,1.7.1,32,2,0 0,6676,1
Gang-Steals\20\Game_20190309T103132.slp,1.7.1,28,2,15 0,3531,1
Gang-Steals\20\Game_20190309T103250.slp,1.7.1,31,2,15 0,7964,1
Gang-Steals\20\Game_20190309T103522.slp,1.7.1,2,2,15 0,7241,1
Gang-Steals\20\Game_20190309T103743.slp,1.7.1,3,2,15 0,9973,1
Gang-Steals\20\Game_20190309T104250.slp,1.7.1,31,2,0 9,9295,1
Gang-Steals\20\Game_20190309T104542.slp,1.7.1,31,2,0 9,10378,1
Gang-Steals\20\Game_20190309T104921.slp,1.7.1,3,2,0 9,11882,1
Gang-Steals\20\Game_20190309T105449.slp,1.7.1,8,2,19 9,2931,1
Gang-Steals\20\Game_20190309T105637.slp,1.7.1,31,2,7 20,12110,1
Gang-Steals\20\Game_20190309T110016.slp,1.7.1,31,2,7 20,12718,1
Gang-Steals\20\Game_20190309T110410.slp,1.7.1,8,2,7 20,9059,1
Gang-Steals\20\Game_20190309T110811.slp,1.7.1,31,2,7 19,17511,1
Gang-Steals\20\Game_20190309T111323.slp,1.7.1,28,2,7 19,15533,1
Gang-Steals\20\Game_20190309T111923.slp,1.7.1,8,2,20 0,12809,1
Gang-Steals\20\Game_20190309T112311.slp,1.7.1,31,2,20 0,10997,1
Gang-Steals\20\Game_20190309T112816.slp,1.7.1,31,2,20 9,4040,1
Gang-Steals\20\Game_20190309T112956.slp,1.7.1,8,2,20 9,8601,1
Gang-Steals\20\Game_20190309T113234.slp,1.7.1,31,2,20 9,12617,1
Gang-Steals\20\Game_20190309T113734.slp,1.7.1,28,2,20 20,4192,1
Gang-Steals\20\Game_20190309T113913.slp,1.7.1,28,2,20 20,8423,1
Gang-Steals\20\Game_20190309T114201.slp,1.7.1,31,2,20 20,10037,1
Gang-Steals\20\Game_20190309T115213.slp,1.7.1,8,2,0 2,9302,1
Gang-Steals\20\Game_20190309T115505.slp,1.7.1,8,2,0 2,10293,1
Gang-Steals\20\Game_20190309T115814.slp,1.7.1,28,2,0 2,9718,1
Gang-Steals\20\Game_20190309T120437.slp,1.7.1,28,3,16 2 19,3401,1
Gang-Steals\20\Game_20190309T120608.slp,1.7.1,8,2,16 19,9426,1
Gang-Steals\20\Game_20190309T121125.slp,1.7.1,31,2,7 20,11540,1
Gang-Steals\20\Game_20190309T121453.slp,1.7.1,28,2,7 20,12148,1
Gang-Steals\20\Game_20190309T122612.slp,1.7.1,31,4,2 20 9 19,9085,1
Gang-Steals\20\Game_20190309T122915.slp,1.7.1,3,4,2 20 9 19,11868,1
Gang-Steals\20\Game_20190309T123717.slp,1.7.1,31,4,2 2 9 2,10189,1
Gang-Steals\20\Game_20190309T124050.slp,1.7.1,32,4,2 2 9 2,9412,1
Gang-Steals\20\Game_20190309T124848.slp,1.7.1,31,4,9 2 20 21,8662,1
Gang-Steals\20\Game_20190309T125143.slp,1.7.1,3,4,9 2 20 21,12389,1
Gang-Steals\20\Game_20190309T125543.slp,1.7.1,32,4,9 2 20 21,10887,1
Gang-Steals\20\Game_20190309T131733.slp,1.7.1,31,4,2 2 20 19,12097,1
Gang-Steals\20\Game_20190309T132145.slp,1.7.1,3,4,2 2 20 19,8894,1
Gang-Steals\20\Game_20190309T132454.slp,1.7.1,8,4,2 2 20 19,12298,1
Gang-Steals\20\Game_20190309T132940.slp,1.7.1,31,4,2 12 19 19,16555,1
Gang-Steals\20\Game_20190309T133445.slp,1.7.1,8,4,2 12 19 19,11657,1
Gang-Steals\20\Game_20190309T134414.slp,1.7.1,31,2,20 2,12784,1
Gang-Steals\20\Game_20190309T134811.slp,1.7.1,31,2,20 2,12613,1
Gang-Steals\20\Game_20190309T135346.slp,1.7.1,8,2,0 2,8504,1
Gang-Steals\20\Game_20190309T135625.slp,1.7.1,31,2,0 2,10491,1
Gang-Steals\20\Game_20190309T141238.slp,1.7.1,2,2,9 20,10448,1
Gang-Steals\20\Game_20190309T141554.slp,1.7.1,31,2,9 20,10323,1
Gang-Steals\20\Game_20190309T142253.slp,1.7.1,31,2,2 19,9343,1
Gang-Steals\20\Game_20190309T142547.slp,1.7.1,28,2,2 19,11398,1
Gang-Steals\20\Game_20190309T143134.slp,1.7.1,31,2,20 12,9253,1
Gang-Steals\20\Game_20190309T143428.slp,1.7.1,31,2,20 12,9020,1
Gang-Steals\20\Game_20190309T143716.slp,1.7.1,31,2,20 12,9989,1
Gang-Steals\20\Game_20190309T144022.slp,1.7.1,31,2,2 9,6891,1
Gang-Steals\20\Game_20190309T144304.slp,1.7.1,32,2,20 12,8101,1
Gang-Steals\20\Game_20190309T144535.slp,1.7.1,3,2,12 9,6858,1
Gang-Steals\20\Game_20190309T144747.slp,1.7.1,28,2,20 12,4343,1
Gang-Steals\20\Game_20190309T145413.slp,1.7.1,8,2,15 3,11563,1
Gang-Steals\20\Game_20190309T145753.slp,1.7.1,32,2,15 3,12409,1
Gang-Steals\20\Game_20190309T150416.slp,1.7.1,8,2,14 2,12174,1
Gang-Steals\20\Game_20190309T150804.slp,1.7.1,28,2,14 2,11087,1
Gang-Steals\20\Game_20190309T151128.slp,1.7.1,3,2,14 2,15034,1
Gang-Steals\20\Game_20190309T152305.slp,1.7.1,31,2,20 15,1711,1
Gang-Steals\20\Game_20190309T152419.slp,1.7.1,31,2,20 15,13606,1
Gang-Steals\20\Game_20190309T152821.slp,1.7.1,3,2,20 15,13913,1
Gang-Steals\20\Game_20190309T153228.slp,1.7.1,3,2,20 15,9643,1
Gang-Steals\20\Game_20190309T153653.slp,1.7.1,31,2,2 2,12266,1
Gang-Steals\20\Game_20190309T154035.slp,1.7.1,8,2,2 2,8629,1
Gang-Steals\20\Game_20190309T154319.slp,1.7.1,32,2,2 2,7789,1
Gang-Steals\20\Game_20190309T160029.slp,1.7.1,31,2,19 0,2298,1
Gang-Steals\20\Game_20190309T160146.slp,1.7.1,31,2,19 0,9624,1
Gang-Steals\20\Game_20190309T160440.slp,1.7.1,32,2,19 0,9118,1
Gang-Steals\20\Game_20190309T160732.slp,1.7.1,32,2,19 0,13709,1
Gang-Steals\20\Game_20190309T161156.slp,1.7.1,2,2,19 0,6687,1
Gang-Steals\20\Game_20190309T161438.slp,1.7.1,28,2,19 0,13580,1
Gang-Steals\20\Game_20190309T162123.slp,1.7.1,8,2,20 2,8614,1
Gang-Steals\20\Game_20190309T162402.slp,1.7.1,2,2,20 2,9368,1
Gang-Steals\20\Game_20190309T162704.slp,1.7.1,8,2,20 2,9005,1
Gang-Steals\20\Game_20190309T163000.slp,1.7.1,31,2,20 2,3380,1
Gang-Steals\20\Game_20190309T163253.slp,1.7.1,2,2,2 9,1561,1
Gang-Steals\20\Game_20190309T163342.slp,1.7.1,3,2,2 9,7653,1
Gang-Steals\20\Game_20190309T163604.slp,1.7.1,31,2,2 9,9192,1
Gang-Steals\20\Game_20190309T163852.slp,1.7.1,28,2,2 9,9886,1
Gang-Steals\20\Game_20190309T164154.slp,1.7.1,32,2,2 9,13699,1
Gang-Steals\20\Game_20190309T164601.slp,1.7.1,3,2,2 9,12124,1
Gang-Steals\21\Game_20190309T093609.slp,1.7.1,28,2,17 2,347,1
Gang-Steals\21\Game_20190309T093641.slp,1.7.1,32,2,17 2,7554,1
Gang-Steals\21\Game_20190309T093908.slp,1.7.1,31,2,2 20,2470,1
Gang-Steals\21\Game_20190309T094016.slp,1.7.1,8,2,2 0,10089,1
Gang-Steals\21\Game_20190309T094318.slp,1.7.1,3,2,2 0,9850,1
Gang-Steals\21\Game_20190309T094618.slp,1.7.1,31,2,20 0,12207,1
Gang-Steals\21\Game_20190309T094956.slp,1.7.1,2,2,20 0,9602,1
Gang-Steals\21\Game_20190309T095251.slp,1.7.1,8,2,20 0,12027,1
Gang-Steals\21\Game_20190309T095625.slp,1.7.1,32,2,2 0,9614,1
Gang-Steals\21\Game_20190309T101725.slp,1.7.1,32,2,9 20,300,1
Gang-Steals\21\Game_20190309T101807.slp,1.7.1,32,2,9 20,4686,1
Gang-Steals\21\Game_20190309T102451.slp,1.7.1,31,2,9 20,6278,1
Gang-Steals\21\Game_20190309T102650.slp,1.7.1,31,2,9 20,4019,1
Gang-Steals\21\Game_20190309T102812.slp,1.7.1,31,2,9 20,3913,1
Gang-Steals\21\Game_20190309T103037.slp,1.7.1,28,2,9 14,7097,1
Gang-Steals\21\Game_20190309T103304.slp,1.7.1,8,2,9 14,8707,1
Gang-Steals\21\Game_20190309T103908.slp,1.7.1,28,2,19 9,4486,1
Gang-Steals\21\Game_20190309T104127.slp,1.7.1,31,2,19 14,1455,1
Gang-Steals\21\Game_20190309T104208.slp,1.7.1,8,2,18 14,10463,1
Gang-Steals\21\Game_20190309T104521.slp,1.7.1,28,2,18 14,13973,1
Gang-Steals\21\Game_20190309T105031.slp,1.7.1,31,2,12 9,9947,1
Gang-Steals\21\Game_20190309T105331.slp,1.7.1,31,2,12 9,16845,1
Gang-Steals\21\Game_20190309T110808.slp,1.7.1,28,2,19 9,13909,1
Gang-Steals\21\Game_20190309T111217.slp,1.7.1,8,2,19 9,10822,1
Gang-Steals\21\Game_20190309T111532.slp,1.7.1,28,2,19 9,15009,1
Gang-Steals\21\Game_20190309T112016.slp,1.7.1,8,2,19 9,13743,1
Gang-Steals\21\Game_20190309T112445.slp,1.7.1,28,2,19 9,13032,1
Gang-Steals\21\Game_20190309T112842.slp,1.7.1,8,2,18 9,5854,1
Gang-Steals\21\Game_20190309T113552.slp,1.7.1,31,2,2 7,7707,1
