path,version,stage,nplayers,chars,last_frame,ucf
Gang-Steals\24\Game_20190309T120246.slp,1.7.1,31,2,9 14,11806,1
Gang-Steals\24\Game_20190309T120905.slp,1.7.1,31,2,0 19,8375,1
Gang-Steals\24\Game_20190309T121153.slp,1.7.1,8,2,0 19,10211,1
Gang-Steals\24\Game_20190309T121732.slp,1.7.1,31,2,20 20,13729,1
Gang-Steals\24\Game_20190309T122142.slp,1.7.1,28,2,20 20,10049,1
Gang-Steals\24\Game_20190309T122455.slp,1.7.1,8,2,20 20,12379,1
Gang-Steals\24\Game_20190309T123016.slp,1.7.1,3,2,20 2,9134,1
Gang-Steals\24\Game_20190309T123345.slp,1.7.1,31,2,9 16,17101,1
Gang-Steals\24\Game_20190309T123849.slp,1.7.1,31,2,9 19,14451,1
Gang-Steals\24\Game_20190309T124650.slp,1.7.1,31,2,9 0,9748,1
Gang-Steals\24\Game_20190309T125003.slp,1.7.1,28,2,9 0,12266,1
Gang-Steals\24\Game_20190309T125423.slp,1.7.1,8,2,9 0,8794,1
Gang-Steals\24\Game_20190309T130120.slp,1.7.1,31,2,20 20,5424,1
Gang-Steals\24\Game_20190309T130311.slp,1.7.1,28,2,19 20,7288,1
Gang-Steals\24\Game_20190309T130715.slp,1.7.1,31,2,0 2,3641,1
Gang-Steals\24\Game_20190309T130833.slp,1.7.1,31,2,0 2,8992,1
Gang-Steals\24\Game_20190309T131130.slp,1.7.1,32,2,0 2,9956,1
Gang-Steals\24\Game_20190309T131843.slp,1.7.1,31,2,2 2,9282,1
Gang-Steals\24\Game_20190309T132546.slp,1.7.1,31,2,2 15,9019,1
Gang-Steals\24\Game_20190309T132830.slp,1.7.1,31,2,2 15,7778,1
Gang-Steals\24\Game_20190309T133447.slp,1.7.1,31,2,7 14,13062,1
Gang-Steals\24\Game_20190309T133840.slp,1.7.1,8,2,7 14,9016,1
Gang-Steals\24\Game_20190309T134124.slp,1.7.1,8,2,7 14,10773,1
Gang-Steals\24\Game_20190309T134615.slp,1.7.1,31,2,2 0,5686,1
Gang-Steals\24\Game_20190309T134808.slp,1.7.1,8,2,2 0,6995,1
Gang-Steals\24\Game_20190309T135134.slp,1.7.1,28,2,2 9,13947,1
Gang-Steals\24\Game_20190309T135541.slp,1.7.1,2,2,2 9,10040,1
Gang-Steals\24\Game_20190309T135844.slp,1.7.1,3,2,2 9,13304,1
Gang-Steals\24\Game_20190309T141043.slp,1.7.1,31,2,2 0,10800,1
Gang-Steals\24\Game_20190309T141419.slp,1.7.1,28,2,2 9,12672,1
Gang-Steals\24\Game_20190309T141806.slp,1.7.1,2,2,2 9,9255,1
Gang-Steals\24\Game_20190309T142355.slp,1.7.1,32,2,20 20,10972,1
Gang-Steals\24\Game_20190309T142715.slp,1.7.1,32,2,20 20,7357,1
Gang-Steals\24\Game_20190309T143153.slp,1.7.1,31,2,9 0,8578,1
Gang-Steals\24\Game_20190309T143438.slp,1.7.1,8,2,9 20,6804,1
Gang-Steals\24\Game_20190309T143646.slp,1.7.1,3,2,9 0,10224,1
Gang-Steals\24\Game_20190309T144038.slp,1.7.1,28,2,12 20,9782,1
Gang-Steals\24\Game_20190309T144341.slp,1.7.1,28,2,12 20,13602,1
Gang-Steals\24\Game_20190309T144848.slp,1.7.1,31,2,2 22,12721,1
Gang-Steals\24\Game_20190309T145236.slp,1.7.1,2,2,2 22,10139,1
Gang-Steals\24\Game_20190309T145647.slp,1.7.1,31,2,12 9,16470,1
Gang-Steals\24\Game_20190309T150138.slp,1.7.1,3,2,12 9,12253,1
Gang-Steals\24\Game_20190309T150524.slp,1.7.1,32,2,12 9,12927,1
Gang-Steals\24\Game_20190309T151043.slp,1.7.1,31,2,20 9,9517,1
Gang-Steals\24\Game_20190309T151344.slp,1.7.1,28,2,0 9,13284,1
Gang-Steals\24\Game_20190309T151752.slp,1.7.1,8,2,20 9,8812,1
Gang-Steals\24\Game_20190309T152204.slp,1.7.1,2,2,20 12,11596,1
Gang-Steals\24\Game_20190309T152529.slp,1.7.1,28,2,20 12,19325,1
Gang-Steals\24\Game_20190309T153638.slp,1.7.1,32,2,20 9,9388,1
Gang-Steals\24\Game_20190309T153928.slp,1.7.1,2,2,20 9,12852,1
Gang-Steals\24\Game_20190309T154318.slp,1.7.1,28,2,20 9,9867,1
Gang-Steals\24\Game_20190309T154617.slp,1.7.1,8,2,20 9,9360,1
Gang-Steals\24\Game_20190309T154907.slp,1.7.1,8,2,20 9,9671,1
Gang-Steals\24\Game_20190309T155203.slp,1.7.1,2,2,20 9,9655,1
Gang-Steals\24\Game_20190309T155457.slp,1.7.1,31,2,20 9,11781,1
Gang-Steals\24\Game_20190309T155828.slp,1.7.1,28,2,20 9,18012,1
Gang-Steals\24\Game_20190309T160347.slp,1.7.1,31,2,20 2,90,1
Gang-Steals\24\Game_20190309T160405.slp,1.7.1,31,2,20 2,5592,1
Gang-Steals\24\Game_20190309T160606.slp,1.7.1,8,2,20 2,9918,1
Gang-Steals\24\Game_20190309T160922.slp,1.7.1,28,2,14 2,15149,1
Gang-Steals\24\Game_20190309T161405.slp,1.7.1,31,2,20 2,12702,1
Gang-Steals\24\Game_20190309T162128.slp,1.7.1,31,2,0 2,1050,1
Gang-Steals\24\Game_20190309T162240.slp,1.7.1,31,2,0 2,13080,1
Gang-Steals\24\Game_20190309T162636.slp,1.7.1,3,2,0 2,14505,1
Gang-Steals\24\Game_20190309T163121.slp,1.7.1,3,2,0 2,15197,1
Gang-Steals\24\Game_20190309T163708.slp,1.7.1,31,2,12 2,8699,1
Gang-Steals\24\Game_20190309T163955.slp,1.7.1,8,2,12 2,3788,1
Gang-Steals\24\Game_20190309T164117.slp,1.7.1,3,2,12 2,1009,1
Gang-Steals\24\Game_20190309T164156.slp,1.7.1,32,2,12 0,9343,1
Gang-Steals\24\Game_20190309T164453.slp,1.7.1,3,2,12 0,9848,1
Gang-Steals\24\Game_20190309T164843.slp,1.7.1,28,2,12 9,1283,1
Gang-Steals\24\Game_20190309T164939.slp,1.7.1,31,2,0 9,1468,1
Gang-Steals\24\Game_20190309T165020.slp,1.7.1,31,2,0 9,7297,1
Gang-Steals\24\Game_20190309T165254.slp,1.7.1,2,2,0 19,11094,1
Gang-Steals\24\Game_20190309T165638.slp,1.7.1,2,2,0 19,10354,1
Gang-Steals\24\Game_20190309T170126.slp,1.7.1,28,2,20 19,9207,1
Gang-Steals\24\Game_20190309T170416.slp,1.7.1,3,2,20 2,3608,1
Gang-Steals\24\Game_20190309T170605.slp,1.7.1,31,2,2 20,7078,1
Gang-Steals\24\Game_20190309T170818.slp,1.7.1,8,2,20 20,7663,1
Gang-Steals\24\Game_20190309T171043.slp,1.7.1,32,2,2 20,6330,1
Gang-Steals\24\Game_20190309T171641.slp,1.7.1,32,2,9 2,7002,1
Gang-Steals\24\Game_20190309T171850.slp,1.7.1,8,2,9 2,6140,1
Gang-Steals\24\Game_20190309T172047.slp,1.7.1,2,2,9 25,10196,1
Gang-Steals\24\Game_20190309T172402.slp,1.7.1,31,2,9 25,9730,1
Gang-Steals\24\Game_20190309T172724.slp,1.7.1,32,2,9 2,945,1
Gang-Steals\24\Game_20190309T172812.slp,1.7.1,28,2,20 2,12791,1
Gang-Steals\24\Game_20190309T173200.slp,1.7.1,3,2,20 2,6652,1
Gang-Steals\24\Game_20190309T173406.slp,1.7.1,31,2,20 2,6654,1
Gang-Steals\24\Game_20190309T173616.slp,1.7.1,2,2,20 25,11475,1
Gang-Steals\24\Game_20190309T173945.slp,1.7.1,8,2,2 25,5887,1
Gang-Steals\24\Game_20190309T174150.slp,1.7.1,3,2,2 9,9807,1
Gang-Steals\24\Game_20190309T174454.slp,1.7.1,2,2,9 25,9466,1
Gang-Steals\24\Game_20190309T174747.slp,1.7.1,8,2,2 9,7165,1
Gang-Steals\24\Game_20190309T175003.slp,1.7.1,28,2,2 25,12159,1
Gang-Steals\24\Game_20190309T175346.slp,1.7.1,32,2,9 25,8397,1
Gang-Steals\24\Game_20190309T175622.slp,1.7.1,31,2,2 25,7021,1
Gang-Steals\24\Game_20190309T175834.slp,1.7.1,31,2,9 25,8486,1
Gang-Steals\24\Game_20190309T180112.slp,1.7.1,2,2,2 25,10421,1
Gang-Steals\24\Game_20190309T180424.slp,1.7.1,32,2,2 9,12390,1
Gang-Steals\24\Game_20190309T180808.slp,1.7.1,8,2,9 25,8830,1
Gang-Steals\24\Game_20190309T181105.slp,1.7.1,28,2,2 9,7345,1
Gang-Steals\24\Game_20190309T181328.slp,1.7.1,3,2,2 25,5964,1
Gang-Steals\26\Game_20190309T083404.slp,1.7.1,8,2,9 19,9977,1
Gang-Steals\26\Game_20190309T083709.slp,1.7.1,31,2,2 19,12868,1
Gang-Steals\26\Game_20190309T093310.slp,1.7.1,3,2,2 2,10926,1
Gang-Steals\26\Game_20190309T093632.slp,1.7.1,32,2,12 2,9159,1
Gang-Steals\26\Game_20190309T093922.slp,1.7.1,28,2,9 2,8705,1
Gang-Steals\26\Game_20190309T094204.slp,1.7.1,2,2,19 2,9977,1
Gang-Steals\26\Game_20190309T094506.slp,1.7.1,31,2,0 2,7343,1
Gang-Steals\26\Game_20190309T094746.slp,1.7.1,2,2,19 2,8412,1
Gang-Steals\26\Game_20190309T095019.slp,1.7.1,3,2,12 2,10171,1
Gang-Steals\26\Game_20190309T095321.slp,1.7.1,8,2,12 2,15729,1
Gang-Steals\26\Game_20190309T095803.slp,1.7.1,32,2,12 2,9663,1
Gang-Steals\26\Game_20190309T101440.slp,1.7.1,31,2,15 2,9836,1
Gang-Steals\26\Game_20190309T101738.slp,1.7.1,28,2,15 2,8096,1
Gang-Steals\26\Game_20190309T102007.slp,1.7.1,31,2,15 2,10501,1
Gang-Steals\26\Game_20190309T102316.slp,1.7.1,3,2,15 2,10913,1
Gang-Steals\26\Game_20190309T102633.slp,1.7.1,8,2,15 2,12623,1
Gang-Steals\26\Game_20190309T103020.slp,1.7.1,32,2,20 2,4270,1
Gang-Steals\26\Game_20190309T103337.slp,1.7.1,31,2,9 7,8275,1
Gang-Steals\26\Game_20190309T103613.slp,1.7.1,3,2,9 7,6345,1
Gang-Steals\26\Game_20190309T111223.slp,1.7.1,31,2,0 2,8710,1
Gang-Steals\26\Game_20190309T111556.slp,1.7.1,31,2,9 19,8636,1
Gang-Steals\26\Game_20190309T111835.slp,1.7.1,8,2,9 2,11424,1
Gang-Steals\26\Game_20190309T112208.slp,1.7.1,2,2,9 19,13590,1
Gang-Steals\26\Game_20190309T112750.slp,1.7.1,28,2,20 19,7899,1
Gang-Steals\26\Game_20190309T113017.slp,1.7.1,3,2,20 19,6502,1
Gang-Steals\26\Game_20190309T114543.slp,1.7.1,28,2,0 12,8428,1
Gang-Steals\26\Game_20190309T114818.slp,1.7.1,8,2,0 12,5778,1
Gang-Steals\26\Game_20190309T120312.slp,1.7.1,31,2,9 12,13675,1
Gang-Steals\26\Game_20190309T120716.slp,1.7.1,28,2,20 12,13987,1
Gang-Steals\26\Game_20190309T121125.slp,1.7.1,3,2,2 12,12969,1
Gang-Steals\26\Game_20190309T121619.slp,1.7.1,31,2,0 20,9860,1
Gang-Steals\26\Game_20190309T121918.slp,1.7.1,3,2,0 20,439,1
Gang-Steals\26\Game_20190309T121944.slp,1.7.1,3,2,0 20,11563,1
Gang-Steals\26\Game_20190309T122756.slp,1.7.1,8,2,14 12,14999,1
Gang-Steals\26\Game_20190309T123233.slp,1.7.1,28,2,14 15,14719,1
Gang-Steals\26\Game_20190309T123834.slp,1.7.1,2,2,19 9,10443,1
Gang-Steals\26\Game_20190309T124143.slp,1.7.1,3,2,19 9,16778,1
Gang-Steals\26\Game_20190309T124857.slp,1.7.1,31,2,0 0,5053,1
Gang-Steals\26\Game_20190309T125039.slp,1.7.1,28,2,0 0,15623,1
Gang-Steals\26\Game_20190309T125634.slp,1.7.1,31,2,9 2,9390,1
Gang-Steals\26\Game_20190309T125930.slp,1.7.1,8,2,9 25,6158,1
Gang-Steals\26\Game_20190309T130553.slp,1.7.1,3,2,9 25,11186,1
Gang-Steals\26\Game_20190309T131010.slp,1.7.1,28,2,20 14,12100,1
Gang-Steals\26\Game_20190309T131345.slp,1.7.1,3,2,20 14,11992,1
Gang-Steals\26\Game_20190309T131757.slp,1.7.1,2,2,9 14,153,1
Gang-Steals\26\Game_20190309T131828.slp,1.7.1,31,2,9 19,10247,1
Gang-Steals\26\Game_20190309T132136.slp,1.7.1,8,2,9 19,8840,1
Gang-Steals\26\Game_20190309T132506.slp,1.7.1,2,2,2 9,11675,1
Gang-Steals\26\Game_20190309T132840.slp,1.7.1,2,2,2 9,10581,1
Gang-Steals\26\Game_20190309T133303.slp,1.7.1,31,2,20 14,11863,1
Gang-Steals\26\Game_20190309T133640.slp,1.7.1,3,2,20 14,11528,1
Gang-Steals\26\Game_20190309T134318.slp,1.7.1,31,2,9 7,12334,1
Gang-Steals\26\Game_20190309T134705.slp,1.7.1,31,2,9 7,8687,1
Gang-Steals\26\Game_20190309T134944.slp,1.7.1,32,2,9 7,14791,1
Gang-Steals\26\Game_20190309T135651.slp,1.7.1,31,2,2 0,8960,1
Gang-Steals\26\Game_20190309T135940.slp,1.7.1,28,2,2 0,8249,1
Gang-Steals\26\Game_20190309T140458.slp,1.7.1,31,2,8 19,11892,1
Gang-Steals\26\Game_20190309T140843.slp,1.7.1,28,2,8 19,14861,1
Gang-Steals\26\Game_20190309T141420.slp,1.7.1,8,2,0 12,9202,1
Gang-Steals\26\Game_20190309T141708.slp,1.7.1,31,2,0 12,8019,1
Gang-Steals\26\Game_20190309T141935.slp,1.7.1,2,2,0 12,8865,1
Gang-Steals\26\Game_20190309T142421.slp,1.7.1,31,2,15 9,13921,1
Gang-Steals\26\Game_20190309T142829.slp,1.7.1,2,2,15 9,11918,1
Gang-Steals\26\Game_20190309T143430.slp,1.7.1,2,2,19 2,10465,1
Gang-Steals\26\Game_20190309T143751.slp,1.7.1,8,2,19 2,12410,1
Gang-Steals\26\Game_20190309T144228.slp,1.7.1,31,2,15 19,5369,1
Gang-Steals\26\Game_20190309T144412.slp,1.7.1,3,2,15 19,8921,1
Gang-Steals\26\Game_20190309T144655.slp,1.7.1,2,2,15 19,9850,1
Gang-Steals\26\Game_20190309T145033.slp,1.7.1,31,2,20 2,13300,1
Gang-Steals\26\Game_20190309T145431.slp,1.7.1,3,2,20 2,9457,1
Gang-Steals\26\Game_20190309T145807.slp,1.7.1,31,2,15 9,5992,1
Gang-Steals\26\Game_20190309T150001.slp,1.7.1,8,2,15 9,13413,1
Gang-Steals\26\Game_20190309T150423.slp,1.7.1,28,2,15 9,4616,1
Gang-Steals\26\Game_20190309T150730.slp,1.7.1,2,2,2 12,9158,1
Gang-Steals\26\Game_20190309T151036.slp,1.7.1,28,2,9 12,12333,1
Gang-Steals\26\Game_20190309T151623.slp,1.7.1,31,2,9 9,12844,1
Gang-Steals\26\Game_20190309T152013.slp,1.7.1,8,2,9 9,8274,1
Gang-Steals\26\Game_20190309T152314.slp,1.7.1,31,2,20 2,11743,1
Gang-Steals\26\Game_20190309T152647.slp,1.7.1,31,2,0 2,10855,1
Gang-Steals\26\Game_20190309T153023.slp,1.7.1,2,2,0 2,10661,1
Gang-Steals\26\Game_20190309T153550.slp,1.7.1,8,2,2 6,8893,1
Gang-Steals\26\Game_20190309T153835.slp,1.7.1,31,2,2 6,11553,1
Gang-Steals\26\Game_20190309T154319.slp,1.7.1,2,2,20 6,10927,1
Gang-Steals\26\Game_20190309T154639.slp,1.7.1,2,2,20 6,8406,1
Gang-Steals\26\Game_20190309T154925.slp,1.7.1,8,2,20 6,9357,1
Gang-Steals\26\Game_20190309T155220.slp,1.7.1,3,2,2 6,8789,1
Gang-Steals\26\Game_20190309T155509.slp,1.7.1,28,2,2 6,11174,1
Gang-Steals\26\Game_20190309T155831.slp,1.7.1,32,2,2 6,9177,1
Gang-Steals\26\Game_20190309T160211.slp,1.7.1,31,2,9 6,1789,1
Gang-Steals\26\Game_20190309T160932.slp,1.7.1,28,2,2 20,7861,1
Gang-Steals\26\Game_20190309T161158.slp,1.7.1,3,2,2 20,9723,1
Gang-Steals\26\Game_20190309T161455.slp,1.7.1,8,2,2 20,5984,1
Gang-Steals\26\Game_20190309T161650.slp,1.7.1,31,2,2 20,10937,1
Gang-Steals\26\Game_20190309T162007.slp,1.7.1,2,2,2 20,3615,1
Gang-Steals\26\Game_20190309T162644.slp,1.7.1,32,2,14 20,7738,1
Gang-Steals\26\Game_20190309T163708.slp,1.7.1,2,2,2 14,7424,1
Gang-Steals\26\Game_20190309T163926.slp,1.7.1,32,2,2 14,11191,1
Gang-Steals\26\Game_20190309T164248.slp,1.7.1,31,2,2 14,8764,1
Gang-Steals\26\Game_20190309T164529.slp,1.7.1,3,2,2 14,9708,1
Gang-Steals\26\Game_20190309T164822.slp,1.7.1,28,2,2 14,14021,1
Gang-Steals\26\Game_20190309T165818.slp,1.7.1,32,2,20 0,6551,1
Gang-Steals\26\Game_20190309T170023.slp,1.7.1,3,2,20 0,13045,1
Gang-Steals\26\Game_20190309T170414.slp,1.7.1,28,2,20 0,9045,1
Gang-Steals\26\Game_20190309T170708.slp,1.7.1,31,2,20 0,8047,1
Gang-Steals\26\Game_20190309T170937.slp,1.7.1,2,2,20 0,7247,1
Gang-Steals\26\Game_20190309T171152.slp,1.7.1,8,2,20 0,3669,1
Gang-Steals\26\Game_20190309T171313.slp,1.7.1,28,2,20 0,5475,1
Gang-Steals\26\Game_20190309T171458.slp,1.7.1,2,2,20 0,7000,1
Gang-Steals\26\Game_20190309T171746.slp,1.7.1,32,2,20 2,7324,1
Gang-Steals\26\Game_20190309T172013.slp,1.7.1,31,2,20 2,1509,1
Gang-Steals\26\Game_20190309T172056.slp,1.7.1,3,2,20 25,9933,1
Gang-Steals\26\Game_20190309T172401.slp,1.7.1,32,2,20 25,11440,1
Gang-Steals\26\Game_20190309T172727.slp,1.7.1,8,2,20 25,6034,1
Gang-Steals\26\Game_20190309T172922.slp,1.7.1,28,2,20 25,10178,1
Gang-Steals\26\Game_20190309T173226.slp,1.7.1,8,2,20 25,8204,1
Gang-Steals\26\Game_20190309T173502.slp,1.7.1,3,2,20 0,6831,1
Gang-Steals\26\Game_20190309T173711.slp,1.7.1,32,2,20 25,6261,1
Gang-Steals\26\Game_20190309T173911.slp,1.7.1,31,2,20 0,6831,1
Gang-Steals\26\Game_20190309T174122.slp,1.7.1,2,2,20 25,7946,1
Gang-Steals\26\Game_20190309T174349.slp,1.7.1,8,2,20 0,9776,1
Gang-Steals\26\Game_20190309T174648.slp,1.7.1,3,2,20 25,10562,1
Gang-Steals\26\Game_20190309T175002.slp,1.7.1,2,2,20 0,2652,1
Gang-Steals\3\Game_20190309T092718.slp,1.7.1,32,2,2 15,9789,1
Gang-Steals\3\Game_20190309T093249.slp,1.7.1,31,2,2 15,10272,1
Gang-Steals\3\Game_20190309T093554.slp,1.7.1,28,2,2 15,13205,1
Gang-Steals\3\Game_20190309T093952.slp,1.7.1,8,2,14 15,13046,1
Gang-Steals\3\Game_20190309T094344.slp,1.7.1,3,2,14 15,12061,1
Gang-Steals\3\Game_20190309T094821.slp,1.7.1,2,2,19 19,12234,1
Gang-Steals\3\Game_20190309T095222.slp,1.7.1,2,2,9 19,8901,1
Gang-Steals\3\Game_20190309T095529.slp,1.7.1,28,2,9 19,10490,1
Gang-Steals\3\Game_20190309T100016.slp,1.7.1,31,2,20 2,8721,1
Gang-Steals\3\Game_20190309T100304.slp,1.7.1,32,2,20 2,4125,1
Gang-Steals\3\Game_20190309T100445.slp,1.7.1,31,2,9 2,254,1
Gang-Steals\3\Game_20190309T100511.slp,1.7.1,31,2,9 2,9255,1
Gang-Steals\3\Game_20190309T100800.slp,1.7.1,8,2,9 2,9240,1
Gang-Steals\3\Game_20190309T101238.slp,1.7.1,3,2,9 2,4888,1
Gang-Steals\3\Game_20190309T101614.slp,1.7.1,31,2,9 2,6218,1
Gang-Steals\3\Game_20190309T101817.slp,1.7.1,8,2,9 2,6195,1
Gang-Steals\3\Game_20190309T102140.slp,1.7.1,31,2,9 12,12039,1
Gang-Steals\3\Game_20190309T102548.slp,1.7.1,3,2,2 12,14679,1
Gang-Steals\3\Game_20190309T103048.slp,1.7.1,2,2,2 12,12080,1
Gang-Steals\3\Game_20190309T103721.slp,1.7.1,2,2,12 20,9023,1
Gang-Steals\3\Game_20190309T104006.slp,1.7.1,8,2,12 20,10498,1
Gang-Steals\3\Game_20190309T104407.slp,1.7.1,8,2,2 0,5681,1
Gang-Steals\3\Game_20190309T104556.slp,1.7.1,31,2,2 0,5777,1
Gang-Steals\3\Game_20190309T104746.slp,1.7.1,8,2,2 0,15,1
Gang-Steals\3\Game_20190309T104854.slp,1.7.1,31,2,15 0,11479,1
Gang-Steals\3\Game_20190309T105227.slp,1.7.1,32,2,15 0,19560,1
Gang-Steals\3\Game_20190309T105820.slp,1.7.1,2,2,15 0,11523,1
Gang-Steals\3\Game_20190309T110342.slp,1.7.1,31,2,9 15,11814,1
Gang-Steals\3\Game_20190309T110734.slp,1.7.1,8,2,9 15,10909,1
Gang-Steals\3\Game_20190309T111254.slp,1.7.1,31,2,2 15,10799,1
Gang-Steals\3\Game_20190309T111615.slp,1.7.1,31,2,2 15,10199,1
Gang-Steals\3\Game_20190309T112137.slp,1.7.1,32,2,9 2,8554,1
Gang-Steals\3\Game_20190309T112433.slp,1.7.1,31,2,9 2,9845,1
Gang-Steals\3\Game_20190309T112953.slp,1.7.1,32,2,20 12,1690,1
Gang-Steals\3\Game_20190309T113049.slp,1.7.1,3,2,20 12,14813,1
Gang-Steals\3\Game_20190309T113509.slp,1.7.1,28,2,20 12,2573,1
Gang-Steals\3\Game_20190309T113626.slp,1.7.1,31,2,20 12,772,1
Gang-Steals\3\Game_20190309T113653.slp,1.7.1,31,2,20 12,9368,1
Gang-Steals\3\Game_20190309T113942.slp,1.7.1,8,2,20 12,6233,1
Gang-Steals\3\Game_20190309T114348.slp,1.7.1,2,2,11 0,6305,1
Gang-Steals\3\Game_20190309T114604.slp,1.7.1,31,2,2 0,6783,1
Gang-Steals\3\Game_20190309T114813.slp,1.7.1,32,2,2 0,10339,1
Gang-Steals\3\Game_20190309T115124.slp,1.7.1,31,2,2 0,10736,1
Gang-Steals\3\Game_20190309T115731.slp,1.7.1,8,2,20 0,6655,1
Gang-Steals\3\Game_20190309T115939.slp,1.7.1,2,2,20 0,9314,1
Gang-Steals\3\Game_20190309T120504.slp,1.7.1,32,2,9 20,7440,1
Gang-Steals\3\Game_20190309T120722.slp,1.7.1,3,2,9 20,8555,1
Gang-Steals\3\Game_20190309T121129.slp,1.7.1,31,2,6 9,16948,1
Gang-Steals\3\Game_20190309T121628.slp,1.7.1,31,2,6 9,17308,1
Gang-Steals\3\Game_20190309T122131.slp,1.7.1,3,2,6 9,8501,1
Gang-Steals\3\Game_20190309T122551.slp,1.7.1,31,2,0 9,12911,1
Gang-Steals\3\Game_20190309T122943.slp,1.7.1,32,2,0 9,14892,1
Gang-Steals\3\Game_20190309T123457.slp,1.7.1,31,2,0 9,11860,1
Gang-Steals\3\Game_20190309T123829.slp,1.7.1,31,2,0 9,13901,1
Gang-Steals\3\Game_20190309T124922.slp,1.7.1,31,2,2 12,9274,1
Gang-Steals\3\Game_20190309T125342.slp,1.7.1,28,2,2 12,10685,1
Gang-Steals\3\Game_20190309T125655.slp,1.7.1,31,2,2 12,9543,1
Gang-Steals\3\Game_20190309T130010.slp,1.7.1,2,2,2 12,11937,1
Gang-Steals\3\Game_20190309T130928.slp,1.7.1,28,2,2 12,5609,1
Gang-Steals\3\Game_20190309T131939.slp,1.7.1,31,4,12 20 9 19,6396,1
Gang-Steals\3\Game_20190309T132151.slp,1.7.1,3,4,12 20 9 19,5606,1
Gang-Steals\3\Game_20190309T133134.slp,1.7.1,3,4,16 14 9 19,10145,1
Gang-Steals\3\Game_20190309T133459.slp,1.7.1,8,4,16 14 9 19,11953,1
Gang-Steals\3\Game_20190309T134503.slp,1.7.1,31,4,2 16 19 19,11867,1
Gang-Steals\3\Game_20190309T134902.slp,1.7.1,31,4,2 16 19 19,13042,1
Gang-Steals\3\Game_20190309T135345.slp,1.7.1,32,4,15 16 19 19,15472,1
Gang-Steals\3\Game_20190309T140230.slp,1.7.1,28,2,14 2,6435,1
Gang-Steals\3\Game_20190309T140550.slp,1.7.1,31,4,19 12 2 2,10117,1
Gang-Steals\3\Game_20190309T140941.slp,1.7.1,32,4,19 12 20 2,11378,1
Gang-Steals\3\Game_20190309T142338.slp,1.7.1,32,4,19 21 2 12,9500,1
Gang-Steals\3\Game_20190309T142647.slp,1.7.1,31,4,19 21 2 12,8604,1
Gang-Steals\3\Game_20190309T142942.slp,1.7.1,3,4,19 21 2 12,8889,1
Gang-Steals\3\Game_20190309T150557.slp,1.7.1,28,2,9 0,6122,1
Gang-Steals\3\Game_20190309T150753.slp,1.7.1,28,2,9 0,5801,1
Gang-Steals\3\Game_20190309T150955.slp,1.7.1,32,2,9 0,8950,1
Gang-Steals\3\Game_20190309T151239.slp,1.7.1,8,2,9 0,8940,1
Gang-Steals\3\Game_20190309T151536.slp,1.7.1,3,2,9 0,10376,1
Gang-Steals\3\Game_20190309T151859.slp,1.7.1,2,2,0 20,9055,1
Gang-Steals\3\Game_20190309T152146.slp,1.7.1,31,2,9 20,10763,1
Gang-Steals\3\Game_20190309T152513.slp,1.7.1,2,2,9 0,8977,1
Gang-Steals\3\Game_20190309T152804.slp,1.7.1,31,2,0 20,9393,1
Gang-Steals\3\Game_20190309T153057.slp,1.7.1,3,2,9 20,13332,1
Gang-Steals\3\Game_20190309T153458.slp,1.7.1,28,2,9 0,10818,1
Gang-Steals\3\Game_20190309T153815.slp,1.7.1,32,2,0 20,6324,1
Gang-Steals\3\Game_20190309T154020.slp,1.7.1,8,2,9 20,11107,1
Gang-Steals\3\Game_20190309T154343.slp,1.7.1,3,2,0 20,9498,1
Gang-Steals\3\Game_20190309T154644.slp,1.7.1,32,2,9 20,14055,1
Gang-Steals\3\Game_20190309T155113.slp,1.7.1,8,2,0 20,9485,1
Gang-Steals\3\Game_20190309T155413.slp,1.7.1,31,2,9 0,8038,1
Gang-Steals\3\Game_20190309T155827.slp,1.7.1,28,2,2 9,9055,1
Gang-Steals\3\Game_20190309T160131.slp,1.7.1,3,2,2 25,8746,1
Gang-Steals\3\Game_20190309T160412.slp,1.7.1,2,2,2 25,8427,1
Gang-Steals\3\Game_20190309T160649.slp,1.7.1,32,2,2 25,10679,1
Gang-Steals\3\Game_20190309T161031.slp,1.7.1,28,2,2 25,10081,1
Gang-Steals\30\Game_20190309T010004.slp,1.7.1,8,2,17 2,3375,1
Gang-Steals\30\Game_20190309T010411.slp,1.7.1,32,4,14 14 14 14,3305,1
Gang-Steals\30\Game_20190309T023143.slp,1.7.1,32,2,9 5,17538,1
Gang-Steals\30\Game_20190309T023738.slp,1.7.1,32,2,9 10,16005,1
Gang-Steals\30\Game_20190309T024252.slp,1.7.1,32,2,6 2,16060,1
Gang-Steals\30\Game_20190309T024801.slp,1.7.1,32,2,23 2,11354,1
Gang-Steals\30\Game_20190309T025139.slp,1.7.1,32,2,23 2,8617,1
Gang-Steals\30\Game_20190309T025742.slp,1.7.1,32,2,2 6,12801,1
Gang-Steals\30\Game_20190309T030152.slp,1.7.1,28,2,2 6,13379,1
Gang-Steals\30\Game_20190309T030631.slp,1.7.1,7,2,8 6,15181,1
Gang-Steals\30\Game_20190309T031114.slp,1.7.1,32,2,8 2,9444,1
Gang-Steals\31\Game_20190309T093122.slp,1.7.1,32,2,20 0,7303,1
Gang-Steals\31\Game_20190309T093343.slp,1.7.1,3,2,20 9,4198,1
